"year","date","repro_stage","squirrel_id","sex","grid","locx_feed","locy_feed","detail","food_type","locx_census","locy_census","locx_census_numeric","locx_feed_numeric","buffer_radius","midden_radius","distance_to_midden","within_territory","within_midden"
2013,2013-04-13,"mating",12364,"M","KL","10.3",10.6,2,"capital","J.1",11,10.1,10.3,1.73333333333333,0.333333333333333,13.4164078649988,TRUE,FALSE
2013,2013-04-14,"mating",12678,"M","KL","2.6",10.7,2,"capital","B.6",10.5,2.6,2.6,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,2013-04-14,"mating",12565,"M","KL","-2.7",11,2,"capital","-3.0",10,-3,-2.7,1.73333333333333,0.333333333333333,31.3209195267317,TRUE,FALSE
2013,2013-03-26,"mating",12564,"M","KL","-4.8",11.6,2,"capital","-5.0",12,-5,-4.8,1.73333333333333,0.333333333333333,13.4164078649987,TRUE,FALSE
2013,2013-03-26,"mating",11460,"M","KL","8.7",3.4,2,"capital","H.7",3.4,8.7,8.7,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,2013-03-26,"mating",12445,"M","KL","9.2",5.1,2,"capital","I.2",4.9,9.2,9.2,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,2013-03-27,"mating",12678,"M","KL","9.9",11.1,2,"capital","B.6",10.5,2.6,9.9,1.73333333333333,0.333333333333333,219.73848092676,FALSE,FALSE
2013,2013-03-27,"mating",12705,"M","KL","8.0",12.1,2,"capital","E.0",14.6,5,8,1.73333333333333,0.333333333333333,117.1537451386,FALSE,FALSE
2013,2013-03-29,"mating",12678,"M","KL","2.6",10.3,2,"capital","B.6",10.5,2.6,2.6,1.73333333333333,0.333333333333333,5.99999999999998,TRUE,TRUE
2013,2013-03-29,"mating",12705,"M","KL","8.2",12.2,2,"capital","E.0",14.6,5,8.2,1.73333333333333,0.333333333333333,120,FALSE,FALSE
2013,2013-03-30,"mating",12825,"M","KL","6.9",5.2,2,"capital","G.0",5,7,6.9,1.73333333333333,0.333333333333333,6.70820393249937,TRUE,TRUE
2013,2013-03-30,"mating",12933,"M","KL","14.9",1.3,2,"capital","O.0",1,15,14.9,1.73333333333333,0.333333333333333,9.48683298050514,TRUE,TRUE
2013,2013-03-30,"mating",12565,"M","KL","-3.3",10.5,2,"capital","-3.0",10,-3,-3.3,1.73333333333333,0.333333333333333,17.4928556845359,TRUE,FALSE
2013,2013-03-30,"mating",12363,"M","KL","7.8",15,2,"capital","H.0",15,8,7.8,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,2013-03-30,"mating",12364,"M","KL","10.3",11.3,2,"capital","J.1",11,10.1,10.3,1.73333333333333,0.333333333333333,10.816653826392,TRUE,TRUE
2013,2013-03-30,"mating",11945,"M","KL","14.9",1.7,2,"capital","N.1",1.3,14.1,14.9,1.73333333333333,0.333333333333333,26.8328157299975,TRUE,FALSE
2013,2013-03-31,"mating",12657,"M","KL","11.1",5.9,2,"capital","K.0",6.2,11,11.1,1.73333333333333,0.333333333333333,9.48683298050513,TRUE,TRUE
2013,2013-03-31,"mating",12705,"M","KL","8.2",12.2,2,"capital","E.0",14.6,5,8.2,1.73333333333333,0.333333333333333,120,FALSE,FALSE
2013,2013-03-31,"mating",12678,"M","KL","2.8",10.6,2,"capital","B.6",10.5,2.6,2.8,1.73333333333333,0.333333333333333,6.70820393249936,TRUE,TRUE
2013,2013-04-01,"mating",11460,"M","KL","8.7",3.4,2,"capital","H.7",3.4,8.7,8.7,1.73333333333333,0.333333333333333,0,TRUE,TRUE
2013,2013-04-01,"mating",12364,"M","KL","10.2",11.4,2,"capital","J.1",11,10.1,10.2,1.73333333333333,0.333333333333333,12.369316876853,TRUE,TRUE
2013,2013-04-01,"mating",12705,"M","KL","8.3",12.1,2,"capital","E.0",14.6,5,8.3,1.73333333333333,0.333333333333333,124.201449266907,FALSE,FALSE
2013,2013-04-01,"mating",12657,"M","KL","11.3",5.8,2,"capital","K.0",6.2,11,11.3,1.73333333333333,0.333333333333333,15,TRUE,FALSE
2013,2013-04-14,"mating",13039,"M","KL","7.1",3.6,2,"capital","G.0",3.5,7,7.1,1.73333333333333,0.333333333333333,4.24264068711928,TRUE,TRUE
